iter	Logloss
0	0.589892947
1	0.4990221751
2	0.4205711216
3	0.3509322903
4	0.2949544672
5	0.2489118689
6	0.2127096608
7	0.1831129025
8	0.1564161477
9	0.1330549579
10	0.1150220678
11	0.1009107331
12	0.08781114281
13	0.07787621383
14	0.06850911739
15	0.06095370093
16	0.0547245686
17	0.0489167809
18	0.04365163064
19	0.03950991724
20	0.03610510388
21	0.03282185652
22	0.03043835535
23	0.02813467177
24	0.02621127631
25	0.024424963
26	0.022861464
27	0.02147555113
28	0.02035581039
29	0.01922526029
30	0.01827534978
31	0.01727592834
32	0.01650726336
33	0.01587487779
34	0.01519180272
35	0.01453315134
36	0.01395204604
37	0.01340152436
38	0.01301058922
39	0.01265088266
40	0.01233920915
41	0.01194027269
42	0.01163951492
43	0.01143098292
44	0.0111612701
45	0.01088082363
46	0.01083910647
47	0.01065643788
48	0.0104639536
49	0.01033037402
50	0.01019258446
51	0.01006237443
52	0.009920502914
53	0.009767024737
54	0.009741585818
55	0.009632246563
56	0.009522022923
57	0.009417263156
58	0.009377059074
59	0.009280115923
60	0.009261211469
61	0.009181476272
62	0.009118262311
63	0.00910443418
64	0.009022394286
65	0.008967634792
66	0.00890125693
67	0.00888040302
68	0.00887176848
69	0.008799173023
70	0.008763673739
71	0.00871674885
72	0.008680716112
73	0.008644294711
74	0.00858854713
75	0.008583430867
76	0.008545422227
77	0.00849755451
78	0.00847499119
79	0.008471311072
80	0.008419722074
81	0.008387510465
82	0.008360129981
83	0.008339682284
84	0.008328108848
85	0.008286490488
86	0.008284128623
87	0.008259607907
88	0.008225232122
89	0.008202357653
90	0.008180954113
91	0.008178779013
92	0.008171802242
93	0.00814285072
94	0.00811434788
95	0.008094552203
96	0.008072981004
97	0.008050349078
98	0.008027340749
99	0.008008401428
100	0.00799583449
101	0.007977230498
102	0.007972840838
103	0.007967150154
104	0.007958406257
105	0.007954814903
106	0.007941345731
107	0.007933342792
108	0.007929737808
109	0.007909694046
110	0.007908382696
111	0.007891025543
112	0.007884799381
113	0.007872721911
114	0.007858090627
115	0.007854562955
116	0.007852034348
117	0.007851614695
118	0.007849114478
119	0.007845779127
120	0.007834535828
121	0.007825877688
122	0.007825553291
123	0.007812201291
124	0.007803211041
125	0.007802359319
126	0.007792664548
127	0.007792236005
128	0.00778477585
129	0.007777900107
130	0.007770211941
131	0.007766223129
132	0.007765520227
133	0.007758366319
134	0.007748773696
135	0.007741691042
136	0.007740153941
137	0.007738253903
138	0.007735740789
139	0.007728724349
140	0.007722284274
141	0.007715108559
142	0.007714554941
143	0.007704631585
144	0.007700848342
145	0.007696953063
146	0.007690020295
147	0.007689143368
148	0.007686260008
149	0.007681941652
150	0.007681646214
151	0.0076808607
152	0.007676300139
153	0.007665534608
154	0.007656257562
155	0.00765541358
156	0.007651259906
157	0.007650202446
158	0.0076492265
159	0.007644910629
160	0.007644068791
161	0.00764168878
162	0.007637945474
163	0.007633412737
164	0.007632622999
165	0.007625134381
166	0.007623355367
167	0.007619808704
168	0.007619750606
169	0.007618797339
170	0.007617650362
171	0.007615420265
172	0.007612053067
173	0.007605311142
174	0.007604559573
175	0.00760283685
176	0.007600928591
177	0.007597607258
178	0.007595633188
179	0.007594912752
180	0.0075916207
181	0.00758388796
182	0.007581884982
183	0.007580106881
184	0.007577708715
185	0.007573751022
186	0.007572155592
187	0.007568894763
188	0.007567140313
189	0.007565964616
190	0.007564633546
191	0.007564013738
192	0.007563104509
193	0.007562544166
194	0.007561672015
195	0.007560833884
196	0.007559273011
197	0.007557090385
198	0.007555338898
199	0.007554820435
200	0.007554267162
201	0.007549367748
202	0.007548850936
203	0.007548428337
204	0.007547715346
205	0.007546431443
206	0.007540200589
207	0.007538978259
208	0.007536427857
209	0.007534839793
210	0.00753409618
211	0.007528133939
212	0.007527962196
213	0.007525763784
214	0.00752548134
215	0.007524870755
216	0.007524177407
217	0.007523300661
218	0.00752298895
219	0.007522716592
220	0.007522689229
221	0.007522259566
222	0.007522034293
223	0.007516931802
224	0.007516576788
225	0.007515613138
226	0.007515246137
227	0.007512280756
228	0.007511306193
229	0.007510807445
230	0.007508582806
231	0.007507825686
232	0.00750711357
233	0.007506589172
234	0.007506532915
235	0.007505246474
236	0.007504779472
237	0.007500981181
238	0.007496249914
239	0.00749383226
240	0.007493642849
241	0.007493130751
242	0.007492230548
243	0.007491961906
244	0.00749164916
245	0.007489981257
246	0.007489615424
247	0.007489135753
248	0.007487694433
249	0.007485739372
250	0.007485505651
251	0.007484441865
252	0.007483762584
253	0.007483570902
254	0.007483193101
255	0.007482088397
256	0.00748143302
257	0.007481178862
258	0.007477175983
259	0.007476915109
260	0.007476577447
261	0.007475930219
262	0.007475826212
263	0.007471668543
264	0.007469830192
265	0.007469787351
266	0.007468856647
267	0.007466604678
268	0.007466588509
269	0.007463844507
270	0.007463520413
271	0.007461006806
272	0.007457448937
273	0.007453975206
274	0.00745347795
275	0.007451313675
276	0.007451246248
277	0.007450991655
278	0.007450760194
279	0.007450456418
280	0.007450336788
281	0.007450333463
282	0.007450153689
283	0.007449953718
284	0.007449747672
285	0.00744965159
286	0.007449081897
287	0.007448988188
288	0.007446674769
289	0.007446326339
290	0.007446051873
291	0.007442983163
292	0.007439820599
293	0.007439583572
294	0.007439398581
295	0.00743780457
296	0.007436802723
297	0.007435196566
298	0.007432893097
299	0.007432494361
300	0.0074297957
301	0.007429445036
302	0.007429360076
303	0.00742758584
304	0.007427239727
305	0.00742711507
306	0.007426887887
307	0.007426511072
308	0.007423851832
309	0.007423428252
310	0.007423121512
311	0.007422685319
312	0.007421059417
313	0.00742067924
314	0.007420273491
315	0.007419748099
316	0.007419679123
317	0.007419268798
318	0.007419069126
319	0.007417881318
320	0.007415498056
321	0.007414693743
322	0.007414659121
323	0.007414029682
324	0.007413894896
325	0.007412489339
326	0.00741138004
327	0.007411052827
328	0.007409313082
329	0.00740924782
330	0.007409028061
331	0.00740789675
332	0.007407749861
333	0.007405633391
334	0.007403670528
335	0.007401643939
336	0.00740127541
337	0.007399846643
338	0.007397888884
339	0.007396473157
340	0.007396351806
341	0.00739342647
342	0.007393415277
343	0.007391585667
344	0.007391498525
345	0.007389713273
346	0.007388032695
347	0.007387986988
348	0.007386492706
349	0.00738484425
350	0.007383230042
351	0.007382751642
352	0.007381510832
353	0.00738149493
354	0.00738012073
355	0.007379380489
356	0.007378155236
357	0.007376754395
358	0.007375792215
359	0.007374522376
360	0.007373730794
361	0.007372428193
362	0.007371154047
363	0.00736991241
364	0.007369786372
365	0.007368583241
366	0.007367425128
367	0.007366226888
368	0.00736549675
369	0.007364781694
370	0.007363724771
371	0.007362730528
372	0.007361726135
373	0.007360632486
374	0.007359559123
375	0.007359173543
376	0.007358161664
377	0.007357154894
378	0.007356255379
379	0.0073552166
380	0.007354688401
381	0.007353812842
382	0.007352919171
383	0.007352414631
384	0.007351372733
385	0.007350515637
386	0.007349653295
387	0.007348783039
388	0.007348320677
389	0.007347516835
390	0.007346728653
391	0.007345952788
392	0.007345321099
393	0.007344549603
394	0.007343915938
395	0.007343149526
396	0.007342443538
397	0.00734179807
398	0.007341070001
399	0.007340476642
